Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -5.0
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -93.86628731476218
(East , 1 , 3 , Ready , 25.0) : Shoot = -48.13515725247878
(West , 1 , 3 , Ready , 25.0) : Shoot = -21.884627860075522
(South , 1 , 3 , Ready , 25.0) : Gather = -27.54189182996121
(North , 1 , 3 , Ready , 25.0) : Stay = -30.80838873210448
(Centre , 1 , 3 , Ready , 50.0) : Down = -164.02668617130846
(East , 1 , 3 , Ready , 50.0) : Shoot = -137.36254572457892
(West , 1 , 3 , Ready , 50.0) : Stay = -89.9338149618412
(South , 1 , 3 , Ready , 50.0) : Gather = -80.60456705427289
(North , 1 , 3 , Ready , 50.0) : Stay = -82.47892130841251
(Centre , 1 , 3 , Ready , 75.0) : Down = -203.70558877827233
(East , 1 , 3 , Ready , 75.0) : Shoot = -194.64371305421042
(West , 1 , 3 , Ready , 75.0) : Stay = -143.2362913760271
(South , 1 , 3 , Ready , 75.0) : Gather = -136.47631885373676
(North , 1 , 3 , Ready , 75.0) : Stay = -137.14071971941033
(Centre , 1 , 3 , Ready , 100.0) : Down = -232.84674582339704
(East , 1 , 3 , Ready , 100.0) : Hit = -225.21360925664345
(West , 1 , 3 , Ready , 100.0) : Stay = -208.5469445579016
(South , 1 , 3 , Ready , 100.0) : Gather = -199.72011115128763
(North , 1 , 3 , Ready , 100.0) : Stay = -201.58074960054944
(Centre , 2 , 0 , Dormant , 25.0) : Up = -46.63654048227271
(East , 2 , 0 , Dormant , 25.0) : Hit = -46.667245689938724
(West , 2 , 0 , Dormant , 25.0) : Right = -67.83926447020039
(South , 2 , 0 , Dormant , 25.0) : Up = -67.91348336653382
(North , 2 , 0 , Dormant , 25.0) : Craft = -32.06093233240107
(Centre , 2 , 0 , Dormant , 50.0) : Up = -99.67867121076945
(East , 2 , 0 , Dormant , 50.0) : Hit = -76.52737186559112
(West , 2 , 0 , Dormant , 50.0) : Right = -122.33190965769953
(South , 2 , 0 , Dormant , 50.0) : Up = -119.83100543384293
(North , 2 , 0 , Dormant , 50.0) : Craft = -88.17193610168499
(Centre , 2 , 0 , Dormant , 75.0) : Up = -164.16522465888107
(East , 2 , 0 , Dormant , 75.0) : Hit = -157.52070553497165
(West , 2 , 0 , Dormant , 75.0) : Right = -183.70244440159922
(South , 2 , 0 , Dormant , 75.0) : Up = -183.11968288745067
(North , 2 , 0 , Dormant , 75.0) : Craft = -151.11932196156525
(Centre , 2 , 0 , Dormant , 100.0) : Right = -202.56823831959244
(East , 2 , 0 , Dormant , 100.0) : Hit = -183.18643362207172
(West , 2 , 0 , Dormant , 100.0) : Right = -219.34009586359085
(South , 2 , 0 , Dormant , 100.0) : Up = -216.82431723199107
(North , 2 , 0 , Dormant , 100.0) : Craft = -206.93637448351646
(Centre , 2 , 0 , Ready , 25.0) : Up = -102.94628906786429
(East , 2 , 0 , Ready , 25.0) : Hit = -105.3016193189251
(West , 2 , 0 , Ready , 25.0) : Right = -84.71501155719486
(South , 2 , 0 , Ready , 25.0) : Up = -84.89372796161902
(North , 2 , 0 , Ready , 25.0) : Craft = -35.96298992959431
(Centre , 2 , 0 , Ready , 50.0) : Up = -163.52181889826045
(East , 2 , 0 , Ready , 50.0) : Hit = -172.680497834697
(West , 2 , 0 , Ready , 50.0) : Right = -141.465250310926
(South , 2 , 0 , Ready , 50.0) : Gather = -137.53021912963214
(North , 2 , 0 , Ready , 50.0) : Craft = -90.88385680851474
(Centre , 2 , 0 , Ready , 75.0) : Up = -212.74660785961495
(East , 2 , 0 , Ready , 75.0) : Hit = -219.87928824104742
(West , 2 , 0 , Ready , 75.0) : Right = -198.26190218857965
(South , 2 , 0 , Ready , 75.0) : Up = -198.2984861346733
(North , 2 , 0 , Ready , 75.0) : Craft = -153.31805325647753
(Centre , 2 , 0 , Ready , 100.0) : Up = -237.50921377090782
(East , 2 , 0 , Ready , 100.0) : Hit = -231.0897906352476
(West , 2 , 0 , Ready , 100.0) : Right = -229.81168841516887
(South , 2 , 0 , Ready , 100.0) : Up = -227.87863642707555
(North , 2 , 0 , Ready , 100.0) : Craft = -209.66553156514527
(Centre , 2 , 1 , Dormant , 25.0) : Right = 3.123839056552802
(East , 2 , 1 , Dormant , 25.0) : Shoot = 29.166594288757665
(West , 2 , 1 , Dormant , 25.0) : Right = -26.083725169114455
(South , 2 , 1 , Dormant , 25.0) : Up = -21.702590535264367
(North , 2 , 1 , Dormant , 25.0) : Down = -21.702590535264367
(Centre , 2 , 1 , Dormant , 50.0) : Up = -93.55543630603519
(East , 2 , 1 , Dormant , 50.0) : Shoot = -72.06657288437997
(West , 2 , 1 , Dormant , 50.0) : Right = -116.8896543032879
(South , 2 , 1 , Dormant , 50.0) : Up = -114.42949666099543
(North , 2 , 1 , Dormant , 50.0) : Craft = -81.56235664172871
(Centre , 2 , 1 , Dormant , 75.0) : Right = -142.34511639506482
(East , 2 , 1 , Dormant , 75.0) : Shoot = -113.07503011285087
(West , 2 , 1 , Dormant , 75.0) : Right = -165.0993794755003
(South , 2 , 1 , Dormant , 75.0) : Up = -161.686240013435
(North , 2 , 1 , Dormant , 75.0) : Craft = -137.70813854951118
(Centre , 2 , 1 , Dormant , 100.0) : Right = -199.53678926379916
(East , 2 , 1 , Dormant , 100.0) : Hit = -179.72715208197366
(West , 2 , 1 , Dormant , 100.0) : Right = -216.51460228110005
(South , 2 , 1 , Dormant , 100.0) : Up = -213.9679303285049
(North , 2 , 1 , Dormant , 100.0) : Craft = -200.8908362209915
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -92.99848878665401
(East , 2 , 1 , Ready , 25.0) : Shoot = -50.98379533137329
(West , 2 , 1 , Ready , 25.0) : Stay = -46.009721522702414
(South , 2 , 1 , Ready , 25.0) : Gather = -33.34618384059607
(North , 2 , 1 , Ready , 25.0) : Craft = -33.7517893780375
(Centre , 2 , 1 , Ready , 50.0) : Up = -160.77524795681626
(East , 2 , 1 , Ready , 50.0) : Shoot = -164.64157148125042
(West , 2 , 1 , Ready , 50.0) : Stay = -136.62958671098986
(South , 2 , 1 , Ready , 50.0) : Gather = -131.79923734093958
(North , 2 , 1 , Ready , 50.0) : Craft = -85.83330306077715
(Centre , 2 , 1 , Ready , 75.0) : Up = -206.9160106181905
(East , 2 , 1 , Ready , 75.0) : Shoot = -210.1077500177917
(West , 2 , 1 , Ready , 75.0) : Right = -184.45078036996006
(South , 2 , 1 , Ready , 75.0) : Gather = -177.37204992028182
(North , 2 , 1 , Ready , 75.0) : Craft = -141.3091881562946
(Centre , 2 , 1 , Ready , 100.0) : Up = -235.49135958920246
(East , 2 , 1 , Ready , 100.0) : Hit = -229.75235085959702
(West , 2 , 1 , Ready , 100.0) : Right = -227.28988043198737
(South , 2 , 1 , Ready , 100.0) : Up = -225.37575103759406
(North , 2 , 1 , Ready , 100.0) : Craft = -205.14853528590396
(Centre , 2 , 2 , Dormant , 25.0) : Right = 9.376721092467728
(East , 2 , 2 , Dormant , 25.0) : Shoot = 36.31238390565528
(West , 2 , 2 , Dormant , 25.0) : Shoot = -20.02846310216366
(South , 2 , 2 , Dormant , 25.0) : Up = -16.095106878136686
(North , 2 , 2 , Dormant , 25.0) : Down = -16.095106878136686
(Centre , 2 , 2 , Dormant , 50.0) : Right = -43.71926719589335
(East , 2 , 2 , Dormant , 50.0) : Shoot = -7.237405184569631
(West , 2 , 2 , Dormant , 50.0) : Right = -76.49364688604965
(South , 2 , 2 , Dormant , 50.0) : Up = -71.5774899325262
(North , 2 , 2 , Dormant , 50.0) : Down = -71.5774899325262
(Centre , 2 , 2 , Dormant , 75.0) : Right = -134.81233639095905
(East , 2 , 2 , Dormant , 75.0) : Shoot = -104.67425465871086
(West , 2 , 2 , Dormant , 75.0) : Right = -158.7176313044012
(South , 2 , 2 , Dormant , 75.0) : Up = -155.13183706738488
(North , 2 , 2 , Dormant , 75.0) : Craft = -132.222574236509
(Centre , 2 , 2 , Dormant , 100.0) : Right = -172.0900176630281
(East , 2 , 2 , Dormant , 100.0) : Hit = -146.41586756960112
(West , 2 , 2 , Dormant , 100.0) : Right = -194.3633794043271
(South , 2 , 2 , Dormant , 100.0) : Up = -191.02237514313225
(North , 2 , 2 , Dormant , 100.0) : Down = -191.02237514313225
(Centre , 2 , 2 , Ready , 25.0) : Shoot = -90.51404587491291
(East , 2 , 2 , Ready , 25.0) : Shoot = -48.27066828402788
(West , 2 , 2 , Ready , 25.0) : Shoot = -31.972004541798732
(South , 2 , 2 , Ready , 25.0) : Gather = -28.018623067995414
(North , 2 , 2 , Ready , 25.0) : Stay = -30.809893750193933
(Centre , 2 , 2 , Ready , 50.0) : Up = -157.9335547365485
(East , 2 , 2 , Ready , 50.0) : Shoot = -139.82190907326006
(West , 2 , 2 , Ready , 50.0) : Stay = -96.31626686922954
(South , 2 , 2 , Ready , 50.0) : Gather = -88.22960223513356
(North , 2 , 2 , Ready , 50.0) : Craft = -83.52007294283479
(Centre , 2 , 2 , Ready , 75.0) : Up = -205.10355071501823
(East , 2 , 2 , Ready , 75.0) : Shoot = -206.0060109122517
(West , 2 , 2 , Ready , 75.0) : Stay = -178.3708158247104
(South , 2 , 2 , Ready , 75.0) : Gather = -170.9501830904287
(North , 2 , 2 , Ready , 75.0) : Craft = -137.7639730077365
(Centre , 2 , 2 , Ready , 100.0) : Up = -234.40832891960522
(East , 2 , 2 , Ready , 100.0) : Hit = -225.62277770191758
(West , 2 , 2 , Ready , 100.0) : Right = -213.03967518032619
(South , 2 , 2 , Ready , 100.0) : Gather = -204.6993731698417
(North , 2 , 2 , Ready , 100.0) : Craft = -203.32619764792906
(Centre , 2 , 3 , Dormant , 25.0) : Right = 9.903517284694408
(East , 2 , 3 , Dormant , 25.0) : Shoot = 36.937672109246776
(West , 2 , 3 , Dormant , 25.0) : Shoot = -14.295495571871161
(South , 2 , 3 , Dormant , 25.0) : Up = -15.552856337519316
(North , 2 , 3 , Dormant , 25.0) : Down = -15.552856337519316
(Centre , 2 , 3 , Dormant , 50.0) : Right = -34.19350209645964
(East , 2 , 3 , Dormant , 50.0) : Shoot = 4.067122263631619
(West , 2 , 3 , Dormant , 50.0) : Right = -68.59669909606646
(South , 2 , 3 , Dormant , 50.0) : Up = -63.43621954612544
(North , 2 , 3 , Dormant , 50.0) : Down = -63.43621954612544
(Centre , 2 , 3 , Dormant , 75.0) : Right = -91.1080488643675
(East , 2 , 3 , Dormant , 75.0) : Shoot = -52.828574115399924
(West , 2 , 3 , Dormant , 75.0) : Right = -123.51070472187547
(South , 2 , 3 , Dormant , 75.0) : Up = -118.65030634324927
(North , 2 , 3 , Dormant , 75.0) : Down = -118.65030634324927
(Centre , 2 , 3 , Dormant , 100.0) : Right = -165.71459883993586
(East , 2 , 3 , Dormant , 100.0) : Shoot = -138.54010451816595
(West , 2 , 3 , Dormant , 100.0) : Right = -188.95672540569234
(South , 2 , 3 , Dormant , 100.0) : Up = -185.4704064208289
(North , 2 , 3 , Dormant , 100.0) : Down = -185.4704064208289
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -89.89356175404563
(East , 2 , 3 , Ready , 25.0) : Shoot = -48.13515021322577
(West , 2 , 3 , Ready , 25.0) : Shoot = -21.454388529484362
(South , 2 , 3 , Ready , 25.0) : Gather = -27.54189182996121
(North , 2 , 3 , Ready , 25.0) : Stay = -30.310752675422766
(Centre , 2 , 3 , Ready , 50.0) : Down = -156.5114623733035
(East , 2 , 3 , Ready , 50.0) : Shoot = -137.3625293067716
(West , 2 , 3 , Ready , 50.0) : Stay = -88.43552077211712
(South , 2 , 3 , Ready , 50.0) : Gather = -80.60456705427289
(North , 2 , 3 , Ready , 50.0) : Stay = -81.53733585224775
(Centre , 2 , 3 , Ready , 75.0) : Down = -203.70556998704149
(East , 2 , 3 , Ready , 75.0) : Shoot = -194.64368840185261
(West , 2 , 3 , Ready , 75.0) : Stay = -143.23627412690615
(South , 2 , 3 , Ready , 75.0) : Gather = -136.47631885373676
(North , 2 , 3 , Ready , 75.0) : Stay = -137.1407027267642
(Centre , 2 , 3 , Ready , 100.0) : Down = -232.84672660609147
(East , 2 , 3 , Ready , 100.0) : Hit = -225.21357938243057
(West , 2 , 3 , Ready , 100.0) : Stay = -208.546916858818
(South , 2 , 3 , Ready , 100.0) : Gather = -199.72011115128763
(North , 2 , 3 , Ready , 100.0) : Stay = -201.58072258780905
Iteration-95

(Centre , 0 , 0 , Dormant , 25.0) : Right = -68.33573404678522
(East , 0 , 0 , Dormant , 25.0) : Hit = -46.66858723742818
(West , 0 , 0 , Dormant , 25.0) : Right = -90.11584166906414
(South , 0 , 0 , Dormant , 25.0) : Gather = -78.8213712542464
(North , 0 , 0 , Dormant , 25.0) : Down = -86.8488255257223
(Centre , 0 , 0 , Dormant , 50.0) : Right = -105.66225310647815
(East , 0 , 0 , Dormant , 50.0) : Hit = -76.52980248518253
(West , 0 , 0 , Dormant , 50.0) : Right = -132.84051429181216
(South , 0 , 0 , Dormant , 50.0) : Up = -128.76377511401205
(North , 0 , 0 , Dormant , 50.0) : Down = -128.76377511401205
(Centre , 0 , 0 , Dormant , 75.0) : Right = -179.82245316143016
(East , 0 , 0 , Dormant , 75.0) : Hit = -157.52510933850115
(West , 0 , 0 , Dormant , 75.0) : Right = -200.51191310316386
(South , 0 , 0 , Dormant , 75.0) : Up = -197.4084941119038
(North , 0 , 0 , Dormant , 75.0) : Down = -197.4084941119038
(Centre , 0 , 0 , Dormant , 100.0) : Right = -202.5743662454155
(East , 0 , 0 , Dormant , 100.0) : Hit = -183.19194361762803
(West , 0 , 0 , Dormant , 100.0) : Right = -220.96666111487144
(South , 0 , 0 , Dormant , 100.0) : Up = -218.20781688445305
(North , 0 , 0 , Dormant , 100.0) : Down = -218.20781688445305
(Centre , 0 , 0 , Ready , 25.0) : Down = -127.64659227451182
(East , 0 , 0 , Ready , 25.0) : Hit = -105.30396014695293
(West , 0 , 0 , Ready , 25.0) : Right = -107.89100694015329
(South , 0 , 0 , Ready , 25.0) : Gather = -87.10085538594429
(North , 0 , 0 , Ready , 25.0) : Stay = -101.2439689233033
(Centre , 0 , 0 , Ready , 50.0) : Down = -192.18527067622165
(East , 0 , 0 , Ready , 50.0) : Hit = -172.68473895361836
(West , 0 , 0 , Ready , 50.0) : Stay = -152.5470741329779
(South , 0 , 0 , Ready , 50.0) : Gather = -139.975177643294
(North , 0 , 0 , Ready , 50.0) : Stay = -144.82952363478785
(Centre , 0 , 0 , Ready , 75.0) : Down = -234.25005354946722
(East , 0 , 0 , Ready , 75.0) : Hit = -219.8850455579381
(West , 0 , 0 , Ready , 75.0) : Right = -216.82341898709126
(South , 0 , 0 , Ready , 75.0) : Gather = -203.95756524365765
(North , 0 , 0 , Ready , 75.0) : Stay = -212.1670876949998
(Centre , 0 , 0 , Ready , 100.0) : Down = -245.62326778059236
(East , 0 , 0 , Ready , 100.0) : Hit = -231.0959139702688
(West , 0 , 0 , Ready , 100.0) : Right = -233.86810144078083
(South , 0 , 0 , Ready , 100.0) : Gather = -228.7677695400744
(North , 0 , 0 , Ready , 100.0) : Stay = -232.31378539325001
(Centre , 0 , 1 , Dormant , 25.0) : Right = 3.1233777158646507
(East , 0 , 1 , Dormant , 25.0) : Shoot = 29.166426595321482
(West , 0 , 1 , Dormant , 25.0) : Right = -27.65453628130087
(South , 0 , 1 , Dormant , 25.0) : Up = -23.037849181726042
(North , 0 , 1 , Dormant , 25.0) : Down = -23.037849181726042
(Centre , 0 , 1 , Dormant , 50.0) : Right = -100.49100211920428
(East , 0 , 1 , Dormant , 50.0) : Shoot = -72.06838595275451
(West , 0 , 1 , Dormant , 50.0) : Right = -127.95974226822429
(South , 0 , 1 , Dormant , 50.0) : Gather = -122.19025757049454
(North , 0 , 1 , Dormant , 50.0) : Down = -123.83943124587128
(Centre , 0 , 1 , Dormant , 75.0) : Right = -142.34911098434137
(East , 0 , 1 , Dormant , 75.0) : Shoot = -113.07827311197337
(West , 0 , 1 , Dormant , 75.0) : Right = -168.19839065219378
(South , 0 , 1 , Dormant , 75.0) : Up = -164.32099870201594
(North , 0 , 1 , Dormant , 75.0) : Down = -164.32099870201594
(Centre , 0 , 1 , Dormant , 100.0) : Right = -199.54248597816252
(East , 0 , 1 , Dormant , 100.0) : Hit = -179.73218920637086
(West , 0 , 1 , Dormant , 100.0) : Right = -218.27289899419839
(South , 0 , 1 , Dormant , 100.0) : Up = -215.463337041793
(North , 0 , 1 , Dormant , 100.0) : Down = -215.463337041793
(Centre , 0 , 1 , Ready , 25.0) : Down = -100.85857556759613
(East , 0 , 1 , Ready , 25.0) : Shoot = -50.985244832017415
(West , 0 , 1 , Ready , 25.0) : Stay = -47.57738716798452
(South , 0 , 1 , Ready , 25.0) : Gather = -33.591752118476336
(North , 0 , 1 , Ready , 25.0) : Stay = -37.21632477793334
(Centre , 0 , 1 , Ready , 50.0) : Down = -188.4391614549906
(East , 0 , 1 , Ready , 50.0) : Shoot = -164.6453436830161
(West , 0 , 1 , Ready , 50.0) : Stay = -147.67739896766267
(South , 0 , 1 , Ready , 50.0) : Gather = -132.57009190565395
(North , 0 , 1 , Ready , 50.0) : Stay = -139.569519244275
(Centre , 0 , 1 , Ready , 75.0) : Down = -222.40931453638126
(East , 0 , 1 , Ready , 75.0) : Shoot = -210.1131367430604
(West , 0 , 1 , Ready , 75.0) : Stay = -187.83186396002912
(South , 0 , 1 , Ready , 75.0) : Gather = -177.7926510992375
(North , 0 , 1 , Ready , 75.0) : Stay = -180.69569560278484
(Centre , 0 , 1 , Ready , 100.0) : Down = -244.26655992024027
(East , 0 , 1 , Ready , 100.0) : Hit = -229.75838387571935
(West , 0 , 1 , Ready , 100.0) : Right = -231.67632580193936
(South , 0 , 1 , Ready , 100.0) : Gather = -225.80787949517247
(North , 0 , 1 , Ready , 100.0) : Stay = -229.6648521921814
(Centre , 0 , 2 , Dormant , 25.0) : Right = 9.376376099555063
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.31233777158646
(West , 0 , 2 , Dormant , 25.0) : Shoot = -21.204919496739198
(South , 0 , 2 , Dormant , 25.0) : Up = -16.936304859081442
(North , 0 , 2 , Dormant , 25.0) : Down = -16.936304859081442
(Centre , 0 , 2 , Dormant , 50.0) : Right = -43.72055762120978
(East , 0 , 2 , Dormant , 50.0) : Shoot = -7.238060267642242
(West , 0 , 2 , Dormant , 50.0) : Right = -78.49782031587003
(South , 0 , 2 , Dormant , 50.0) : Up = -73.281230911671
(North , 0 , 2 , Dormant , 50.0) : Down = -73.281230911671
(Centre , 0 , 2 , Dormant , 75.0) : Right = -134.8156807625391
(East , 0 , 2 , Dormant , 75.0) : Shoot = -104.67681300571799
(West , 0 , 2 , Dormant , 75.0) : Right = -161.53683848228485
(South , 0 , 2 , Dormant , 75.0) : Up = -157.528664824323
(North , 0 , 2 , Dormant , 75.0) : Down = -157.528664824323
(Centre , 0 , 2 , Dormant , 100.0) : Right = -172.0950154482378
(East , 0 , 2 , Dormant , 100.0) : Hit = -146.42012388283217
(West , 0 , 2 , Dormant , 100.0) : Right = -194.4856064095997
(South , 0 , 2 , Dormant , 100.0) : Up = -191.1270177653954
(North , 0 , 2 , Dormant , 100.0) : Down = -191.1270177653954
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -95.46566869718501
(East , 0 , 2 , Ready , 25.0) : Shoot = -48.27206929972228
(West , 0 , 2 , Ready , 25.0) : Shoot = -33.14657517473705
(South , 0 , 2 , Ready , 25.0) : Gather = -28.270515536999646
(North , 0 , 2 , Ready , 25.0) : Stay = -31.43076098831414
(Centre , 0 , 2 , Ready , 50.0) : Down = -167.9588710217931
(East , 0 , 2 , Ready , 50.0) : Shoot = -139.82521940309988
(West , 0 , 2 , Ready , 50.0) : Stay = -98.31663597652121
(South , 0 , 2 , Ready , 50.0) : Gather = -88.71189726798646
(North , 0 , 2 , Ready , 50.0) : Stay = -90.59400247000997
(Centre , 0 , 2 , Ready , 75.0) : Down = -219.19903218896138
(East , 0 , 2 , Ready , 75.0) : Shoot = -206.01114791228665
(West , 0 , 2 , Ready , 75.0) : Stay = -181.18500308676067
(South , 0 , 2 , Ready , 75.0) : Gather = -170.95468675074835
(North , 0 , 2 , Ready , 75.0) : Stay = -174.05704395780782
(Centre , 0 , 2 , Ready , 100.0) : Down = -234.99788315187408
(East , 0 , 2 , Ready , 100.0) : Hit = -225.62872175613472
(West , 0 , 2 , Ready , 100.0) : Right = -213.33708685639908
(South , 0 , 2 , Ready , 100.0) : Gather = -204.70560196390647
(North , 0 , 2 , Ready , 100.0) : Stay = -206.83430584510984
(Centre , 0 , 3 , Dormant , 25.0) : Right = 9.903182991871764
(East , 0 , 3 , Dormant , 25.0) : Shoot = 36.93763760995551
(West , 0 , 3 , Dormant , 25.0) : Shoot = -15.176670857941147
(South , 0 , 3 , Dormant , 25.0) : Up = -16.270675545932427
(North , 0 , 3 , Dormant , 25.0) : Down = -16.270675545932427
(Centre , 0 , 3 , Dormant , 50.0) : Right = -34.19459429096036
(East , 0 , 3 , Dormant , 50.0) : Shoot = 4.066682727478582
(West , 0 , 3 , Dormant , 50.0) : Right = -70.20102557319738
(South , 0 , 3 , Dormant , 50.0) : Up = -64.80006088086184
(North , 0 , 3 , Dormant , 50.0) : Down = -64.80006088086184
(Centre , 0 , 3 , Dormant , 75.0) : Right = -91.11041631904442
(East , 0 , 3 , Dormant , 75.0) : Shoot = -52.83006993534272
(West , 0 , 3 , Dormant , 75.0) : Right = -123.51393974967709
(South , 0 , 3 , Dormant , 75.0) : Up = -118.65341123508219
(North , 0 , 3 , Dormant , 75.0) : Down = -118.65341123508219
(Centre , 0 , 3 , Dormant , 100.0) : Right = -165.71894478020977
(East , 0 , 3 , Dormant , 100.0) : Shoot = -138.54361423110896
(West , 0 , 3 , Dormant , 100.0) : Right = -188.96190615727434
(South , 0 , 3 , Dormant , 100.0) : Up = -185.47546195071465
(North , 0 , 3 , Dormant , 100.0) : Down = -185.47546195071465
(Centre , 0 , 3 , Ready , 25.0) : Shoot = -94.11877701690634
(East , 0 , 3 , Ready , 25.0) : Shoot = -48.13654859151624
(West , 0 , 3 , Ready , 25.0) : Shoot = -22.334433249308645
(South , 0 , 3 , Ready , 25.0) : Gather = -27.79538099652881
(North , 0 , 3 , Ready , 25.0) : Stay = -30.840576892945805
(Centre , 0 , 3 , Ready , 50.0) : Down = -164.53634685548133
(East , 0 , 3 , Ready , 50.0) : Shoot = -137.36579077583247
(West , 0 , 3 , Ready , 50.0) : Stay = -90.03683645381798
(South , 0 , 3 , Ready , 50.0) : Gather = -81.0846617583856
(North , 0 , 3 , Ready , 50.0) : Stay = -82.5443261070059
(Centre , 0 , 3 , Ready , 75.0) : Down = -203.7109680236204
(East , 0 , 3 , Ready , 75.0) : Shoot = -194.64858570045652
(West , 0 , 3 , Ready , 75.0) : Stay = -143.24013288935674
(South , 0 , 3 , Ready , 75.0) : Gather = -136.47992003951111
(North , 0 , 3 , Ready , 75.0) : Stay = -137.14434323213138
(Centre , 0 , 3 , Ready , 100.0) : Down = -232.8531530468013
(East , 0 , 3 , Ready , 100.0) : Hit = -225.21951402549337
(West , 0 , 3 , Ready , 100.0) : Stay = -208.55309649339668
(South , 0 , 3 , Ready , 100.0) : Gather = -199.72575348318716
(North , 0 , 3 , Ready , 100.0) : Stay = -201.58650374065462
(Centre , 1 , 0 , Dormant , 25.0) : Up = -47.27532488336662
(East , 1 , 0 , Dormant , 25.0) : Hit = -46.66858723742818
(West , 1 , 0 , Dormant , 25.0) : Right = -69.03777390072347
(South , 1 , 0 , Dormant , 25.0) : Up = -68.93246792263272
(North , 1 , 0 , Dormant , 25.0) : Craft = -32.733243248853135
(Centre , 1 , 0 , Dormant , 50.0) : Right = -105.66225310647815
(East , 1 , 0 , Dormant , 50.0) : Hit = -76.52980248518253
(West , 1 , 0 , Dormant , 50.0) : Right = -130.70166544854104
(South , 1 , 0 , Dormant , 50.0) : Gather = -126.35116775920905
(North , 1 , 0 , Dormant , 50.0) : Craft = -110.50231211749993
(Centre , 1 , 0 , Dormant , 75.0) : Up = -179.2165594860951
(East , 1 , 0 , Dormant , 75.0) : Hit = -157.52510933850115
(West , 1 , 0 , Dormant , 75.0) : Right = -197.4269860791684
(South , 1 , 0 , Dormant , 75.0) : Gather = -191.93257348354638
(North , 1 , 0 , Dormant , 75.0) : Craft = -168.27995642142952
(Centre , 1 , 0 , Dormant , 100.0) : Right = -202.5743662454155
(East , 1 , 0 , Dormant , 100.0) : Hit = -183.19194361762803
(West , 1 , 0 , Dormant , 100.0) : Right = -220.20079223237963
(South , 1 , 0 , Dormant , 100.0) : Up = -217.556828334335
(North , 1 , 0 , Dormant , 100.0) : Craft = -215.2389423183319
(Centre , 1 , 0 , Ready , 25.0) : Up = -106.3895145378138
(East , 1 , 0 , Ready , 25.0) : Hit = -105.30396014695293
(West , 1 , 0 , Ready , 25.0) : Right = -86.7539374891518
(South , 1 , 0 , Ready , 25.0) : Gather = -86.22251356179113
(North , 1 , 0 , Ready , 25.0) : Craft = -37.03323656550647
(Centre , 1 , 0 , Ready , 50.0) : Up = -181.47996823626184
(East , 1 , 0 , Ready , 50.0) : Hit = -172.68473895361836
(West , 1 , 0 , Ready , 50.0) : Stay = -150.41266693242954
(South , 1 , 0 , Ready , 50.0) : Gather = -137.5337814809153
(North , 1 , 0 , Ready , 50.0) : Craft = -115.47306860011521
(Centre , 1 , 0 , Ready , 75.0) : Up = -221.23344302592835
(East , 1 , 0 , Ready , 75.0) : Hit = -219.8850455579381
(West , 1 , 0 , Ready , 75.0) : Right = -210.01917607210717
(South , 1 , 0 , Ready , 75.0) : Gather = -200.01660579269358
(North , 1 , 0 , Ready , 75.0) : Craft = -173.29852501322097
(Centre , 1 , 0 , Ready , 100.0) : Up = -241.7899128157925
(East , 1 , 0 , Ready , 100.0) : Hit = -231.0959139702688
(West , 1 , 0 , Ready , 100.0) : Right = -231.95342923455127
(South , 1 , 0 , Ready , 100.0) : Gather = -228.32958751866056
(North , 1 , 0 , Ready , 100.0) : Craft = -219.7386984902385
(Centre , 1 , 1 , Dormant , 25.0) : Right = 3.1233777158646507
(East , 1 , 1 , Dormant , 25.0) : Shoot = 29.166426595321482
(West , 1 , 1 , Dormant , 25.0) : Right = -26.853010366645755
(South , 1 , 1 , Dormant , 25.0) : Up = -22.356552154269195
(North , 1 , 1 , Dormant , 25.0) : Down = -22.356552154269195
(Centre , 1 , 1 , Dormant , 50.0) : Up = -94.49512070790755
(East , 1 , 1 , Dormant , 50.0) : Shoot = -72.06838595275451
(West , 1 , 1 , Dormant , 50.0) : Right = -119.30344093401186
(South , 1 , 1 , Dormant , 50.0) : Up = -116.48157511179073
(North , 1 , 1 , Dormant , 50.0) : Craft = -82.47194731704667
(Centre , 1 , 1 , Dormant , 75.0) : Right = -142.34911098434137
(East , 1 , 1 , Dormant , 75.0) : Shoot = -113.07827311197337
(West , 1 , 1 , Dormant , 75.0) : Right = -166.4088571668441
(South , 1 , 1 , Dormant , 75.0) : Up = -162.7998952394687
(North , 1 , 1 , Dormant , 75.0) : Craft = -151.4477042004565
(Centre , 1 , 1 , Dormant , 100.0) : Right = -199.54248597816252
(East , 1 , 1 , Dormant , 100.0) : Hit = -179.73218920637086
(West , 1 , 1 , Dormant , 100.0) : Right = -216.59725966683536
(South , 1 , 1 , Dormant , 100.0) : Up = -214.0390436135344
(North , 1 , 1 , Dormant , 100.0) : Craft = -201.2861034968309
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -96.84700464886876
(East , 1 , 1 , Ready , 25.0) : Shoot = -50.985244832017415
(West , 1 , 1 , Ready , 25.0) : Stay = -46.77742923102085
