Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(North , 0 , 0 , Dormant , 25.0) : Down = -33.28538266875489
(Centre , 0 , 0 , Dormant , 50.0) : Left = -15.565990679143017
(East , 0 , 0 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Up = -33.4227775857125
(North , 0 , 0 , Dormant , 50.0) : Down = -33.4227775857125
(Centre , 0 , 0 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 0 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 0 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 0 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 0 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 0 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 0 , Ready , 25.0) : Left = -42.73322784599661
(East , 0 , 0 , Ready , 25.0) : Left = -66.17304646180762
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -36.994584688554916
(North , 0 , 0 , Ready , 25.0) : Stay = -36.994584688554916
(Centre , 0 , 0 , Ready , 50.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 50.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -37.247152720797835
(North , 0 , 0 , Ready , 50.0) : Stay = -37.247152720797835
(Centre , 0 , 0 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(North , 0 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 0 , 0 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(North , 0 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 0 , 1 , Dormant , 25.0) : Right = 9.920561751504248
(East , 0 , 1 , Dormant , 25.0) : Shoot = 31.333913479070223
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 15.940843314829058
(North , 0 , 1 , Dormant , 25.0) : Stay = 15.940843314829058
(Centre , 0 , 1 , Dormant , 50.0) : Left = -15.565990679143017
(East , 0 , 1 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Up = -33.4227775857125
(North , 0 , 1 , Dormant , 50.0) : Down = -33.4227775857125
(Centre , 0 , 1 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 1 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 1 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 1 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 1 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 1 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 1 , Ready , 25.0) : Up = -34.38658531370655
(East , 0 , 1 , Ready , 25.0) : Shoot = -25.63314282563692
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 12.504497342823118
(North , 0 , 1 , Ready , 25.0) : Stay = 12.504497342823118
(Centre , 0 , 1 , Ready , 50.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 50.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -37.247152720797835
(North , 0 , 1 , Ready , 50.0) : Stay = -37.247152720797835
(Centre , 0 , 1 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(North , 0 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 0 , 1 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(North , 0 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.529047600819986
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.992056175150424
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 20.589693020225003
(North , 0 , 2 , Dormant , 25.0) : Stay = 20.589693020225003
(Centre , 0 , 2 , Dormant , 50.0) : Left = -11.30537406833875
(East , 0 , 2 , Dormant , 50.0) : Shoot = 4.217845123591814
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -13.030839387697995
(North , 0 , 2 , Dormant , 50.0) : Stay = -13.030839387697995
(Centre , 0 , 2 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 2 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 2 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 2 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 2 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 2 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 2 , Ready , 25.0) : Up = -32.35437249158339
(East , 0 , 2 , Ready , 25.0) : Shoot = -23.608174639177175
(West , 0 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Ready , 25.0) : Stay = 16.93418802528795
(North , 0 , 2 , Ready , 25.0) : Stay = 16.93418802528795
(Centre , 0 , 2 , Ready , 50.0) : Left = -42.390331516882995
(East , 0 , 2 , Ready , 50.0) : Shoot = -60.427405689637254
(West , 0 , 2 , Ready , 50.0) : Stay = 0.0
(South , 0 , 2 , Ready , 50.0) : Stay = -16.93034660737991
(North , 0 , 2 , Ready , 50.0) : Stay = -16.93034660737991
(Centre , 0 , 2 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 2 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 2 , Ready , 75.0) : Stay = 0.0
(South , 0 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(North , 0 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(Centre , 0 , 2 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 2 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 2 , Ready , 100.0) : Stay = 0.0
(South , 0 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(North , 0 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 0 , 3 , Dormant , 25.0) : Shoot = 17.973193076844833
(East , 0 , 3 , Dormant , 25.0) : Shoot = 37.48471380110789
(West , 0 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Dormant , 25.0) : Stay = 20.974400793975782
(North , 0 , 3 , Dormant , 25.0) : Stay = 20.974400793975782
(Centre , 0 , 3 , Dormant , 50.0) : Left = -10.39623934204539
(East , 0 , 3 , Dormant , 50.0) : Shoot = 11.492174831078461
(West , 0 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 50.0) : Stay = -7.41822098107281
(North , 0 , 3 , Dormant , 50.0) : Stay = -7.41822098107281
(Centre , 0 , 3 , Dormant , 75.0) : Left = -14.603897637536324
(East , 0 , 3 , Dormant , 75.0) : Shoot = -21.659816177494307
(West , 0 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 75.0) : Up = -31.80711549459203
(North , 0 , 3 , Dormant , 75.0) : Down = -31.80711549459203
(Centre , 0 , 3 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 3 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 3 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 3 , Ready , 25.0) : Up = -32.193507339268244
(East , 0 , 3 , Ready , 25.0) : Shoot = -23.507027478276555
(West , 0 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Ready , 25.0) : Stay = 17.295279248118547
(North , 0 , 3 , Ready , 25.0) : Stay = 17.295279248118547
(Centre , 0 , 3 , Ready , 50.0) : Left = -42.297611304519165
(East , 0 , 3 , Ready , 50.0) : Shoot = -59.18989868549845
(West , 0 , 3 , Ready , 50.0) : Stay = 0.0
(South , 0 , 3 , Ready , 50.0) : Stay = -11.681879212287148
(North , 0 , 3 , Ready , 50.0) : Stay = -11.681879212287148
(Centre , 0 , 3 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 3 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 3 , Ready , 75.0) : Stay = 0.0
(South , 0 , 3 , Ready , 75.0) : Stay = -35.01006204126605
(North , 0 , 3 , Ready , 75.0) : Stay = -35.01006204126605
(Centre , 0 , 3 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 3 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 3 , Ready , 100.0) : Stay = 0.0
(South , 0 , 3 , Ready , 100.0) : Stay = -37.65492185017731
(North , 0 , 3 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 1 , 0 , Dormant , 25.0) : Up = -8.653646546440847
(East , 1 , 0 , Dormant , 25.0) : Left = -24.87857561092541
(West , 1 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 25.0) : Up = -27.569326211890257
(North , 1 , 0 , Dormant , 25.0) : Craft = 7.595391970562309
(Centre , 1 , 0 , Dormant , 50.0) : Left = -15.565990679143017
(East , 1 , 0 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 1 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 50.0) : Up = -33.4227775857125
(North , 1 , 0 , Dormant , 50.0) : Craft = -33.14403848207676
(Centre , 1 , 0 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 0 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 0 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 0 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 0 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 0 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 0 , Ready , 25.0) : Up = -39.85228924782947
(East , 1 , 0 , Ready , 25.0) : Left = -64.73404111612086
(West , 1 , 0 , Ready , 25.0) : Stay = 0.0
(South , 1 , 0 , Ready , 25.0) : Stay = -32.0104038475104
(North , 1 , 0 , Ready , 25.0) : Craft = 6.531616421171581
(Centre , 1 , 0 , Ready , 50.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 50.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 50.0) : Stay = 0.0
(South , 1 , 0 , Ready , 50.0) : Stay = -37.247152720797835
(North , 1 , 0 , Ready , 50.0) : Craft = -34.3178326592529
(Centre , 1 , 0 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 75.0) : Stay = 0.0
(South , 1 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(North , 1 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 1 , 0 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 100.0) : Stay = 0.0
(South , 1 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(North , 1 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 1 , 1 , Dormant , 25.0) : Right = 10.242122231926302
(East , 1 , 1 , Dormant , 25.0) : Shoot = 31.718308704930894
(West , 1 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 1 , 1 , Dormant , 25.0) : Stay = 16.23790291986831
(North , 1 , 1 , Dormant , 25.0) : Stay = 16.23790291986831
(Centre , 1 , 1 , Dormant , 50.0) : Left = -15.565990679143017
(East , 1 , 1 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 1 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 50.0) : Up = -33.4227775857125
(North , 1 , 1 , Dormant , 50.0) : Craft = -21.02790997552157
(Centre , 1 , 1 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 1 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 1 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 1 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 1 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 1 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 1 , Ready , 25.0) : Up = -34.26318990770805
(East , 1 , 1 , Ready , 25.0) : Shoot = -25.561265890199714
(West , 1 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 1 , 1 , Ready , 25.0) : Stay = 12.782706150471519
(North , 1 , 1 , Ready , 25.0) : Stay = 12.782706150471519
(Centre , 1 , 1 , Ready , 50.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 50.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 50.0) : Stay = 0.0
(South , 1 , 1 , Ready , 50.0) : Stay = -37.247152720797835
(North , 1 , 1 , Ready , 50.0) : Craft = -22.25116031898911
(Centre , 1 , 1 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 75.0) : Stay = 0.0
(South , 1 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(North , 1 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 1 , 1 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 100.0) : Stay = 0.0
(South , 1 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(North , 1 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 15.669853113976824
(East , 1 , 2 , Dormant , 25.0) : Shoot = 37.024212223192634
(West , 1 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Dormant , 25.0) : Stay = 20.61388074180557
(North , 1 , 2 , Dormant , 25.0) : Stay = 20.61388074180557
(Centre , 1 , 2 , Dormant , 50.0) : Left = -11.269713083613777
(East , 1 , 2 , Dormant , 50.0) : Shoot = 4.507249555971663
(West , 1 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 50.0) : Stay = -12.813149893472923
(North , 1 , 2 , Dormant , 50.0) : Stay = -12.813149893472923
(Centre , 1 , 2 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 2 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 2 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 2 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 2 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 2 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 2 , Ready , 25.0) : Up = -32.3445760376115
(East , 1 , 2 , Ready , 25.0) : Shoot = -23.604584467533968
(West , 1 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Ready , 25.0) : Stay = 16.95665269175472
(North , 1 , 2 , Ready , 25.0) : Stay = 16.95665269175472
(Centre , 1 , 2 , Ready , 50.0) : Left = -42.38791063895002
(East , 1 , 2 , Ready , 50.0) : Shoot = -60.39509414484839
(West , 1 , 2 , Ready , 50.0) : Stay = 0.0
(South , 1 , 2 , Ready , 50.0) : Stay = -16.728164609178982
(North , 1 , 2 , Ready , 50.0) : Stay = -16.728164609178982
(Centre , 1 , 2 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 2 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 2 , Ready , 75.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(North , 1 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(Centre , 1 , 2 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 2 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(North , 1 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 18.030428311704767
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.48735535553196
(West , 1 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Dormant , 25.0) : Stay = 20.97635523727653
(North , 1 , 3 , Dormant , 25.0) : Stay = 20.97635523727653
(Centre , 1 , 3 , Dormant , 50.0) : Left = -10.390442780405278
(East , 1 , 3 , Dormant , 50.0) : Shoot = 11.539722810711762
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = -7.38304100165932
(North , 1 , 3 , Dormant , 50.0) : Stay = -7.38304100165932
(Centre , 1 , 3 , Dormant , 75.0) : Left = -14.578248418750551
(East , 1 , 3 , Dormant , 75.0) : Shoot = -21.445850269144465
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Up = -31.764043061547383
(North , 1 , 3 , Dormant , 75.0) : Down = -31.764043061547383
(Centre , 1 , 3 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 3 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 3 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 3 , Ready , 25.0) : Up = -32.19272814058106
(East , 1 , 3 , Ready , 25.0) : Shoot = -23.506848153985224
(West , 1 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Ready , 25.0) : Stay = 17.2970851741969
(North , 1 , 3 , Ready , 25.0) : Stay = 17.2970851741969
(Centre , 1 , 3 , Ready , 50.0) : Left = -42.297369466410984
(East , 1 , 3 , Ready , 50.0) : Shoot = -59.18667084825447
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
(South , 1 , 3 , Ready , 50.0) : Stay = -11.649372542876755
(North , 1 , 3 , Ready , 50.0) : Stay = -11.649372542876755
(Centre , 1 , 3 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 3 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 3 , Ready , 75.0) : Stay = 0.0
(South , 1 , 3 , Ready , 75.0) : Stay = -34.95042653085621
(North , 1 , 3 , Ready , 75.0) : Stay = -34.95042653085621
(Centre , 1 , 3 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 3 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 3 , Ready , 100.0) : Stay = 0.0
(South , 1 , 3 , Ready , 100.0) : Stay = -37.65492185017731
(North , 1 , 3 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 2 , 0 , Dormant , 25.0) : Up = -8.505985599588769
(East , 2 , 0 , Dormant , 25.0) : Left = -24.747357929728604
(West , 2 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 25.0) : Up = -27.441085177103876
(North , 2 , 0 , Dormant , 25.0) : Craft = 7.7503761056014975
(Centre , 2 , 0 , Dormant , 50.0) : Left = -15.565990679143017
(East , 2 , 0 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 2 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 50.0) : Up = -33.4227775857125
(North , 2 , 0 , Dormant , 50.0) : Craft = -26.61169629100301
(Centre , 2 , 0 , Dormant , 75.0) : Left = -15.741357651192718
(East , 2 , 0 , Dormant , 75.0) : Left = -31.14813788394961
(West , 2 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 75.0) : Up = -33.717274852549885
(North , 2 , 0 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 2 , 0 , Dormant , 100.0) : Left = -15.741357651192718
(East , 2 , 0 , Dormant , 100.0) : Left = -31.14813788394961
(West , 2 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 100.0) : Up = -33.717274852549885
(North , 2 , 0 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 2 , 0 , Ready , 25.0) : Up = -39.785336019908854
(East , 2 , 0 , Ready , 25.0) : Left = -64.70064057795028
(West , 2 , 0 , Ready , 25.0) : Stay = 0.0
(South , 2 , 0 , Ready , 25.0) : Stay = -31.894703678636972
(North , 2 , 0 , Ready , 25.0) : Craft = 6.683588463561863
(Centre , 2 , 0 , Ready , 50.0) : Left = -42.881105350932856
(East , 2 , 0 , Ready , 50.0) : Left = -66.97760699582379
(West , 2 , 0 , Ready , 50.0) : Stay = 0.0
(South , 2 , 0 , Ready , 50.0) : Stay = -37.247152720797835
(North , 2 , 0 , Ready , 50.0) : Craft = -27.397458681760966
(Centre , 2 , 0 , Ready , 75.0) : Left = -42.881105350932856
(East , 2 , 0 , Ready , 75.0) : Left = -66.97760699582379
(West , 2 , 0 , Ready , 75.0) : Stay = 0.0
(South , 2 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(North , 2 , 0 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 2 , 0 , Ready , 100.0) : Left = -42.881105350932856
(East , 2 , 0 , Ready , 100.0) : Left = -66.97760699582379
(West , 2 , 0 , Ready , 100.0) : Stay = 0.0
(South , 2 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(North , 2 , 0 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 2 , 1 , Dormant , 25.0) : Right = 10.251339614969964
(East , 2 , 1 , Dormant , 25.0) : Shoot = 31.7294460421103
(West , 2 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 2 , 1 , Dormant , 25.0) : Stay = 16.246057429229165
(North , 2 , 1 , Dormant , 25.0) : Stay = 16.246057429229165
(Centre , 2 , 1 , Dormant , 50.0) : Left = -15.565990679143017
(East , 2 , 1 , Dormant , 50.0) : Hit = -29.685283622096073
(West , 2 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 50.0) : Up = -33.4227775857125
(North , 2 , 1 , Dormant , 50.0) : Craft = -20.903550018301875
(Centre , 2 , 1 , Dormant , 75.0) : Left = -15.741357651192718
(East , 2 , 1 , Dormant , 75.0) : Left = -31.14813788394961
(West , 2 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 75.0) : Up = -33.717274852549885
(North , 2 , 1 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 2 , 1 , Dormant , 100.0) : Left = -15.741357651192718
(East , 2 , 1 , Dormant , 100.0) : Left = -31.14813788394961
(West , 2 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 100.0) : Up = -33.717274852549885
(North , 2 , 1 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 2 , 1 , Ready , 25.0) : Up = -34.25987249621919
(East , 2 , 1 , Ready , 25.0) : Shoot = -25.559600024632495
(West , 2 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 1 , Ready , 25.0) : Stay = 12.790290777438702
(North , 2 , 1 , Ready , 25.0) : Stay = 12.790290777438702
(Centre , 2 , 1 , Ready , 50.0) : Left = -42.881105350932856
(East , 2 , 1 , Ready , 50.0) : Left = -66.97760699582379
(West , 2 , 1 , Ready , 50.0) : Stay = 0.0
(South , 2 , 1 , Ready , 50.0) : Stay = -37.247152720797835
(North , 2 , 1 , Ready , 50.0) : Craft = -22.129524634223067
(Centre , 2 , 1 , Ready , 75.0) : Left = -42.881105350932856
(East , 2 , 1 , Ready , 75.0) : Left = -66.97760699582379
(West , 2 , 1 , Ready , 75.0) : Stay = 0.0
(South , 2 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(North , 2 , 1 , Ready , 75.0) : Stay = -37.65492185017731
(Centre , 2 , 1 , Ready , 100.0) : Left = -42.881105350932856
(East , 2 , 1 , Ready , 100.0) : Left = -66.97760699582379
(West , 2 , 1 , Ready , 100.0) : Stay = 0.0
(South , 2 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(North , 2 , 1 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 15.673856988413505
(East , 2 , 2 , Dormant , 25.0) : Shoot = 37.025133961497
(West , 2 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Dormant , 25.0) : Stay = 20.61453755919636
(North , 2 , 2 , Dormant , 25.0) : Stay = 20.61453755919636
(Centre , 2 , 2 , Dormant , 50.0) : Left = -11.268698316367828
(East , 2 , 2 , Dormant , 50.0) : Shoot = 4.515545200710961
(West , 2 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 50.0) : Stay = -12.80723853695578
(North , 2 , 2 , Dormant , 50.0) : Stay = -12.80723853695578
(Centre , 2 , 2 , Dormant , 75.0) : Left = -15.741357651192718
(East , 2 , 2 , Dormant , 75.0) : Left = -31.14813788394961
(West , 2 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 75.0) : Up = -33.717274852549885
(North , 2 , 2 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 2 , 2 , Dormant , 100.0) : Left = -15.741357651192718
